,Subdistcode,Subdistrict,Districtcode,Population,Males,Females
60,2815,Raiboga,374,38017,18939,19077
61,2816,Biramitrapur,374,84720,42548,42171
62,2817,Hatibari,374,54157,26834,27323
63,2818,Bisra,374,86097,42896,43200
64,2819,Bondamunda,374,12591,6381,6209
65,2820,Brahmani Tarang,374,50426,25129,25297
66,2821,Raghunathapali,374,22819,11577,11242
67,2822,Tangarapali,374,5116,2618,2498
68,2823,Lathikata,374,21727,11216,10511
69,2824,Chandiposh,374,19119,9534,9585
70,2825,Kamarposh Balang,374,37475,18775,18699
71,2826,Koida,374,35699,18197,17501
72,2827,Lahunipara,374,68070,33879,34191
73,2828,Gurundia,374,30830,15232,15598
74,2829,Tikaetpali,374,20628,10192,10436
75,2830,Banei,374,54046,26829,27217
76,2831,Mahulapada,374,16782,8542,8239
77,2832,Raurkela (M),374,279869,147870,131998
78,2833,Raurkela (ITS)P.S.,374,189246,98726,90520
79,2834,Barbil,375,72935,38088,34847
80,2835,Bolani,375,17332,8933,8398
81,2836,Rugudi,375,14356,7635,6721
82,2837,Joda,375,63024,32162,30862
83,2838,Bamebari ,375,48783,24945,23838
84,2839,Champua,375,84194,42268,41925
85,2840,Jhumpura,375,40690,20413,20276
86,2841,Baria,375,63862,31485,32376
87,2842,Turumunga,375,59470,29514,29955
88,2843,Patana,375,90875,44833,46042
89,2844,Kendujhar Sadar,375,136468,67862,68605
90,2845,Kendujhar Town,375,85722,44151,41571
91,2846,Nayakote,375,39927,19633,20294
92,2847,Kanjipani,375,18848,9315,9532
93,2848,Telkoi,375,82981,41293,41688
94,2849,Pandapara,375,54884,27419,27464
95,2850,Ghatgaon,375,92854,46355,46499
96,2851,Harichandanpur,375,69971,35061,34909
97,2852,Daitari,375,23902,12090,11812
98,2853,Ghasipura,375,97738,49260,48478
99,2854,Anandapur,375,107689,54351,53337
100,2855,Soso,375,55695,27970,27724
101,2856,Nandipada,375,71558,36301,35257
102,2857,Sainkul,375,68221,34520,33701
103,2858,Tiring,376,88697,43976,44721
104,2859,Bahalda,376,46971,23294,23677
105,2860,Jamda,376,43071,20736,22334
106,2861,Rairangpur Town,376,44824,22336,22488
107,2862,Gorumahisani,376,42049,20459,21590
108,2863,Jharpokharia,376,88059,44488,43571
109,2864,Bisoi,376,65209,31792,33417
110,2865,Rairangpur,376,72112,35582,36530
111,2866,Badampahar,376,56377,27404,28973
112,2867,Jashipur,376,106798,52614,54183
113,2868,Raruan,376,69012,34183,34828
114,2869,Ghagarbeda ,376,25501,12718,12783
115,2870,Karanjia,376,100933,49983,50949
116,2871,Thakurmunda,376,51083,24938,26144
117,2872,Baripada Sadar,376,76850,38544,38305
118,2873,Baripada Town,376,4543,2289,2253
119,2874,Koliana,376,73072,36404,36667
120,2875,Bangiriposi,376,92567,46209,46357
121,2876,Chandua,376,55936,28405,27530
122,2877,Suliapada,376,76200,38153,38047
123,2878,Muruda,376,68243,33902,34340
124,2879,Rasagobindapur,376,85176,43068,42107
125,2880,Baisinga,376,107686,54128,53558
126,2881,Betanati,376,79122,39849,39273
127,2882,Barsahi,376,116990,58929,58061
128,2883,Khunta,376,109080,53932,55148
129,2884,Udala,376,97157,48479,48678
130,2885,Kaptipada,376,67440,33979,33461
131,2886,Sharata,376,68271,34078,34192
132,2887,Mahuldiha,376,41300,20258,21042
133,2888,Baripada (M),376,103109,53376,49732
134,2889,Raibania ,377,70206,35489,34716
135,2890,Jaleswar ,377,130140,66980,63160
136,2891,Bhograi,377,164505,84978,79526
137,2892,Kamarda,377,83894,43475,40419
138,2893,Baliapal ,377,148277,75783,72493
139,2894,Singla ,377,117061,60273,56787
140,2895,Basta ,377,132535,68189,64346
141,2896,Rupsa ,377,21975,11197,10778
142,2897,Baleshwar Sadar,377,156245,80325,75920
143,2898,Sahadevkhunta,377,8927,4624,4302
144,2899,Chandipur ,377,35410,18108,17302
145,2900,Balaramgadi Marine ,377,4568,2328,2240
146,2901,Bampada ,377,9847,5101,4745
147,2902,Remuna ,377,79974,40709,39264
148,2903,Nilagiri ,377,115307,58475,56832
149,2904,Berhampur ,377,50264,25139,25125
150,2905,Oupada  ,377,34687,17226,17460
151,2906,Khaira  ,377,121946,60546,61399
152,2907,Soro,377,271769,139869,131899
153,2908,Similia ,377,141005,71379,69626
154,2909,Baleshwar (M),377,125955,64316,61639
155,2910,Agarpada ,378,51565,26027,25537
156,2911,Bant ,378,56191,28410,27781
157,2912,Bhandari Pokhari ,378,97776,49026,48750
158,2913,Dhamanagar,378,105706,53221,52485
159,2914,Bhadrak Rural ,378,314714,160550,154164
160,2915,Basudebpur ,378,143004,71084,71919
161,2916,Naikanidihi ,378,80829,40982,39846
162,2917,Tihidi ,378,172660,86481,86179
163,2918,Dhusuri ,378,107928,54433,53494
164,2919,Chandabali ,378,89343,44976,44366
165,2920,Bansada ,378,110419,56093,54326
166,2921,Dhamara Marine,378,3608,1864,1743
167,2922,Rajkanika ,379,127281,60964,66316
168,2923,Rajnagar ,379,147749,74547,73202
169,2924,Jamboo Marine  ,379,26658,13927,12730
170,2925,Aali ,379,124563,58310,66252
171,2926,Pattamundai ,379,198020,97225,100795
172,2927,Kendrapara,379,42490,21886,20604
173,2928,Kendrapara Sadar  ,379,143713,73011,70701
174,2929,Nikirai ,379,61419,30666,30753
175,2930,Derabish ,379,59578,30362,29215
176,2931,Patkura ,379,160290,81401,78889
177,2932,Marsaghai ,379,97773,49992,47780
178,2933,Mahakalapada ,379,112465,56566,55898
179,2934,Paradip ,380,66637,36305,30332
180,2935,Paradeep Lock ,380,36990,18900,18090
181,2936,Kujang ,380,101341,51739,49601
182,2937,Abhyachandpur  ,380,21941,11233,10708
183,2938,Ersama ,380,99436,49819,49616
184,2939,Tirtol ,380,200802,100675,100126
185,2940,Jagatsinghapur,380,227503,115407,112095
186,2941,Biridi,380,77017,39280,37737
187,2942,Naugaon ,380,72571,36417,36153
188,2943,Balikuda ,380,153386,77760,75625
189,2944,Narasinghpur ,381,87083,45542,41540
190,2945,Kanpur ,381,53144,28021,25123
191,2946,Badamba ,381,133619,69842,63776
192,2947,Baidyeswar ,381,49284,25486,23797
193,2948,Banki ,381,157502,81806,75695
194,2949,Tigiria ,381,66579,34512,32067
195,2950,Athagad ,381,79508,41000,38507
196,2951,Barang ,381,37951,19745,18205
197,2952,Gurudijhatia ,381,30401,15450,14950
198,2953,Khuntuni  ,381,34575,17531,17043
199,2954,Choudwar ,381,104273,53896,50377
200,2955,Tangi ,381,74653,38289,36364
201,2956,Mahanga ,381,166746,85740,81005
202,2957,Salepur ,381,127930,64886,63043
203,2958,Nischintakoili ,381,47721,24561,23159
204,2959,Nemalo,381,61847,31224,30623
205,2960,Kishannagar ,381,87075,44510,42565
206,2961,Jagatpur ,381,55625,28522,27103
207,2962,Cuttack Sadar ,381,96910,49401,47509
208,2963,Kandarpur,381,30089,15358,14730
209,2964,C.R.R.I. ,381,2845,1416,1429
210,2965,Gobindpur ,381,57063,29132,27931
211,2966,Olatapur,381,22785,11774,11010
212,2967,Niali ,381,131571,66942,64628
213,2968,Cuttack (M Corp.),381,544304,282095,262208
214,2969,Sukinda,382,71424,36378,35046
215,2970,Tomka,382,40724,20830,19893
216,2971,Kaliapani ,382,34240,17528,16711
217,2972,Kalinganagar ,382,43929,22278,21650
218,2973,Jakhapura,382,15489,7822,7667
219,2974,Jajapur Road ,382,87380,45050,42330
220,2975,Korai ,382,86119,43745,42374
221,2976,Panikoili ,382,58126,29815,28311
222,2977,Jajapur    ,382,119887,61210,58676
223,2978,Jajpur Sadar  ,382,113592,57963,55628
224,2979,Dharmasala ,382,146654,74735,71918
225,2980,Jenapur  ,382,78000,39717,38282
226,2981,Kuakhia  ,382,99039,50580,48459
227,2982,Badachana ,382,115412,59026,56386
228,2983,Balichandrapur ,382,99076,50338,48737
229,2984,Binjharpur ,382,174933,86894,88039
230,2985,Bari - Ramachandrapur,382,110194,54997,55196
231,2986,Mangalpur ,382,130114,64312,65801
232,2987,Parajang ,383,147116,75024,72092
233,2988,Kamakshyanagar ,383,104733,53755,50977
234,2989,Kankadahad  ,383,54758,27652,27105
235,2990,Bhuban ,383,90382,46502,43879
236,2991,Gandia ,383,93415,47617,45798
237,2992,Nihalprasad ,383,47808,24390,23417
238,2993,Tumusingha ,383,48121,24768,23353
239,2994,Motunga ,383,55466,28886,26580
240,2995,Bhusan Steel Limited,383,23989,13058,10930
241,2996,Balimi ,383,42567,21802,20764
242,2997,Hindol ,383,39496,20135,19361
243,2998,Rasol ,383,66053,33627,32425
244,2999,Dhenkanal Sadar ,383,252967,130694,122273
245,2995,Bhusan Steel Limited,384,982,499,483
246,3000,Palalahada ,384,59411,30184,29226
247,3001,Khamar ,384,56758,28899,27858
248,3002,Rengali Damsite ,384,33863,17676,16186
249,3003,Kaniha ,384,49828,26050,23778
250,3004,N.T.P.C.   ,384,14847,7769,7077
251,3005,Samal Barrage ,384,28120,14682,13437
252,3006,Talcher Sadar,384,87676,46149,41526
253,3007,Colliery ,384,55431,29220,26210
254,3008,Bikrampur ,384,23064,12303,10760
255,3009,NALCO   ,384,45082,23568,21514
256,3010,Banarpal,384,70495,36418,34077
257,3011,Anugul ,384,138898,72666,66232
258,3012,Jarapada ,384,54891,27958,26933
259,3013,Industrial  ,384,30709,15661,15047
260,3014,Chhendipada ,384,92899,47606,45292
261,3015,Handapa,384,46197,23499,22697
262,3016,Kishorenagar ,384,50495,25230,25265
263,3017,Athmallik ,384,50969,25726,25243
264,3018,Kiakata,384,14119,7045,7074
265,3019,Thakurgarh ,384,44656,22191,22464
266,3020,Purunakot ,384,26424,13268,13155
267,3021,Bantala ,384,64179,32556,31622
268,3022,Gania ,385,34575,18019,16556
269,3023,Dasapalla ,385,69643,36102,33541
270,3024,Banigochha ,385,23658,11783,11875
271,3025,Nuagaon ,385,39541,20440,19100
272,3026,Khandapada ,385,86393,45280,41112
273,3027,Fategarh,385,112794,58958,53836
274,3028,Nayagarh ,385,53908,28604,25303
275,3029,Itamati ,385,64328,34109,30218
276,3030,Nayagarh Sadar,385,43977,23223,20754
277,3031,Odagaon,385,104183,54372,49811
278,3032,Sarankul,385,95996,50862,45134
279,3033,Ranapur ,385,135514,69575,65939
280,3034,Bolagad ,386,75702,39077,36624
281,3035,Begunia,386,81014,41461,39553
282,3036,Khordha ,386,116710,60325,56385
283,3037,Khordha Sadar,386,51727,26414,25312
284,3038,Chandaka,386,46247,23653,22594
285,3039,Nandankanan,386,14732,7534,7198
286,3041,Mancheswar,386,4266,2181,2085
287,3042,Balianta ,386,76480,39106,37374
288,3043,Balipatna,386,110722,56596,54126
289,3044,Lingaraj,386,157,83,74
290,3045,Airfield (Kapila Prasad),386,11210,5804,5405
291,3046,Uttara P.S ,386,10789,5497,5292
292,3047,Khandagiri ,386,2144,1105,1038
293,3048,Tamando ,386,13678,7002,6676
294,3049,Jatani,386,105393,53809,51584
295,3050,Jankia ,386,70544,36039,34505
296,3051,Nirakarpur,386,31666,16272,15394
297,3052,Tangi,386,126765,64750,62014
298,3053,Balugaon,386,94848,48825,46023
299,3054,Banapur,386,94393,47348,47045
300,3055,Bhubaneswar (M.Corp.),386,738196,390243,347952
301,3056,Delanga,387,96677,48926,47751
302,3057,Pipili ,387,141313,72210,69103
303,3058,Nimapada,387,184117,93429,90688
304,3059,Kakatpur,387,88923,45263,43659
305,3060,Astaranga,387,59929,30397,29532
306,3061,Konark,387,48651,24801,23850
307,3062,Gop,387,107623,54543,53080
308,3063,Ramachandi,387,19930,10105,9825
309,3064,Satyabadi,387,173500,88104,85395
310,3065,Chandanpur ,387,77802,39696,38106
311,3066,Sadar ,387,95301,48409,46892
312,3067,Brahmagiri,387,117048,59274,57773
313,3068,Gadisagada,387,63575,32073,31502
314,3069,Krushna Prasad ,387,50868,26198,24669
315,3070,Puri (M),387,177417,92073,85343
316,3071,Tarasingi,388,76109,38403,37706
317,3072,Buguda,388,121992,60520,61471
318,3073,Jagannath Prasad,388,71560,35990,35569
319,3074,Bhanjanagar,388,158733,79671,79061
320,3075,Gangapur,388,102529,50571,51957
321,3076,Surada,388,78530,39545,38985
322,3077,Badagada,388,112699,56214,56485
323,3078,Asika,388,128761,64710,64051
324,3079,Dharakote,388,51522,25867,25654
325,3080,Kabisuryanagar,388,158200,79155,79044
326,3081,Polasara,388,122432,61754,60678
327,3082,Kodala,388,135521,68491,67030
328,3083,Khalikote,388,131397,67657,63739
329,3084,Rambha,388,85673,43176,42496
330,3085,Chhatrapur,388,84799,42512,42286
331,3086,Ganjam,388,40520,20125,20394
332,3087,Chamakhandi,388,43200,21450,21749
333,3088,Arjyapalli Marine,388,7165,3579,3586
334,3089,Purusottampur,388,143180,71027,72153
335,3090,Hinjili,388,145786,73088,72697
336,3091,Patapur,388,119630,61000,58629
337,3092,Seragad,388,59310,30247,29063
338,3093,Brahmapur Sadar,388,128755,66003,62751
339,3094,Gopalpur,388,60862,31512,29350
340,3095,Golanthara,388,132175,65710,66465
341,3096,Digapahandi,388,122912,61560,61351
342,3097,Nuagaon,388,102490,51378,51111
343,3098,Jarada,388,103175,50337,52837
344,3099,Brahmapur (M.Corp.),388,319372,166363,153009
345,3109,Ramagiri,388,11630,5852,5777
346,3100,Adva ,389,53212,25902,27310
347,3101,Mohana ,389,66748,32729,34018
348,3102,R.Udaygiri ,389,77431,37931,39500
349,3103,Serango ,389,69786,33921,35864
350,3104,Kashinagara ,389,46608,22907,23700
351,3105,Parlakhemundi ,389,69719,34907,34811
352,3106,Gurandi,389,40415,19727,20688
353,3107,Rayagada ,389,41480,19907,21573
354,3108,Garabandha,389,26481,13008,13473
355,3109,Ramagiri,389,26951,13063,13887
356,3110,Gochhapada,390,31470,15376,16093
357,3111,Phulabani ,390,36925,18292,18632
358,3112,Phulabani Town  ,390,34246,17691,16554
359,3113,Khajuripada,390,37630,18721,18909
360,3114,G.Udayagiri,390,43188,20786,22402
361,3115,Tikabali,390,43067,20993,22073
362,3116,Chakapada ,390,20116,10008,10107
363,3117,Sarangagarh ,390,31242,15329,15912
364,3118,Phiringia ,390,47365,23088,24276
365,3119,Baliguda,390,85839,42117,43722
366,3120,Nuagaon,390,17121,8286,8834
367,3121,Tumudibandha,390,25232,12478,12754
368,3122,Belaghar ,390,17246,8294,8952
369,3123,Kotagarh ,390,42352,20864,21487
370,3124,Brahmanigaon ,390,32276,15703,16573
371,3125,Daringbadi ,390,56166,27411,28755
372,3126,Raikia,390,46711,22810,23901
373,3127,Kantamal ,391,65576,32769,32807
374,3128,Manamunda,391,89903,44976,44927
375,3129,Baunsuni ,391,37083,18637,18446
376,3130,Baudh Sadar ,391,116285,58826,57458
377,3131,Puruna Katak ,391,31218,15409,15809
378,3132,Harbhanga ,391,33303,16951,16352
379,3133,Dunguripali ,392,102751,52456,50295
380,3134,Rampur ,392,38374,19826,18548
381,3135,Binika,392,85809,44016,41793
382,3136,Ulunda,392,36636,18599,18036
383,3137,Biramaharajpur,392,89155,45529,43625
384,3138,Subalaya,392,38684,19819,18864
385,3139,Sonapur,392,53683,27449,26233
386,3140,Tarbha,392,96739,48743,47995
387,3141,Loisinga ,393,123960,62462,61498
388,3142,Balangir,393,265234,135110,130124
389,3143,Tushura,393,150041,75376,74664
390,3144,Patnagarh,393,136497,68641,67855
391,3145,Khaprakhol ,393,72835,35998,36836
392,3146,Turekela ,393,42509,21078,21430
393,3147,Belpara ,393,94176,47103,47072
394,3148,Saintala,393,120818,60891,59927
395,3149,Kantabanji,393,58479,29424,29054
396,3150,Bangomunda,393,60477,30521,29955
397,3151,Sindhekela ,393,80099,40237,39862
398,3152,Titlagarh ,393,132064,66288,65775
399,3153,Jonk,394,65674,32489,33185
400,3154,Nuapada,394,86617,42725,43891
401,3155,Komna,394,110597,54474,56123
402,3156,Khariar,394,110277,55022,55254
403,3157,Boden,394,66659,32672,33987
404,3158,Sinapali,394,90863,45153,45709
405,3159,Kesinga,395,119725,60335,59389
406,3160,Madanpur Rampur ,395,116826,58480,58346
407,3161,Narala ,395,92737,46408,46329
408,3162,Lanjigarh  ,395,40187,19949,20238
409,3163,Biswanathpur ,395,19813,9625,10188
410,3164,Sadar,395,185642,93600,92041
411,3165,Kegaon ,395,86952,43527,43424
412,3166,Junagarh,395,153843,76815,77028
413,3167,Golamunda,395,66241,33233,33008
414,3168,Dharamgarh,395,91561,46104,45457
415,3169,Kokasara ,395,134442,66473,67969
416,3170,Jayapatna,395,161592,79783,81808
417,3171,Thuamul Rampur ,395,65924,32278,33645
418,3172,Ambadala ,396,46809,23358,23450
419,3173,Muniguda,396,47426,23193,24233
420,3174,Chandrapur,396,24860,12397,12462
421,3175,Bishamakatak,396,75472,36005,39466
422,3176,Kalyanasingpur ,396,56696,26732,29963
423,3177,Kashipur ,396,60571,29245,31326
424,3178,Andirakanch ,396,13101,6396,6705
425,3179,Tikiri ,396,30376,15005,15370
426,3180,Doraguda ,396,16706,7991,8715
427,3181,Rayagada ,396,191067,93865,97202
428,3182,Seskhal ,396,40860,19383,21476
429,3183,Gunupur,396,98622,48261,50360
430,3184,Gudari ,396,56264,27711,28553
431,3185,Padmapur,396,38450,19032,19417
432,3186,Puttasing ,396,33822,16673,17149
433,3187,Raighar ,397,112189,56156,56033
434,3188,Kundei ,397,42008,21124,20884
435,3189,Umarkote,397,173078,86358,86720
436,3190,Chandahandi ,397,62130,30631,31499
437,3191,Jharigan,397,69736,34382,35353
438,3192,Dabugan,397,130543,64306,66237
439,3193,Paparahandi,397,83761,41287,42473
440,3194,Kodinga,397,89032,44118,44913
441,3195,Kosagumuda ,397,78272,38619,39652
442,3196,Nabarangapur P.S,397,99940,49503,50436
443,3197,Tentulikhunti ,397,59075,28982,30092
444,3198,Khatiguda,397,25995,12655,13340
445,3199,Kotpad ,398,103485,51071,52414
446,3200,Boriguma ,398,84155,41397,42758
447,3201,Bhairabsingipur ,398,60262,29397,30864
448,3202,Dasamantapur,398,43417,21191,22225
449,3203,Lakshmipur,398,34428,16974,17453
450,3204,Narayanpatana ,398,37289,18248,19040
451,3205,Bandhugaon ,398,50467,24354,26112
452,3206,Kakiriguma ,398,21675,10432,11242
453,3207,Koraput ,398,58356,28139,30216
454,3208,Koraput Town ,398,46922,23999,22923
455,3209,Jeypore ,398,155666,77298,78368
456,3210,Kundura,398,48810,23815,24994
457,3211,Boipariguda ,398,107257,52393,54864
458,3212,Machh kund ,398,35198,17170,18028
459,3213,Padua ,398,46690,22629,24061
460,3214,Nandapur,398,62109,30226,31882
461,3215,Similiguda ,398,19037,9223,9814
462,3216,Sunabeda,398,56192,28844,27348
463,3217,Damonjodi,398,25185,12791,12393
464,3218,Pottangi ,398,75415,37118,38297
465,3219,Kotiya ,398,8611,4172,4438
466,3220,Malkangiri,399,146078,72843,73235
467,3221,Mathili ,399,69234,34287,34946
468,3222,Mudulipada ,399,24350,11698,12651
469,3223,Chitrakonda,399,27610,13358,14252
470,3224,Paparmetla ,399,12524,6169,6355
471,3225,Jodamba,399,12061,5953,6107
472,3226,Orkel,399,61326,29980,31345
473,3227,Kalimela ,399,63157,31517,31640
474,3228,Podia,399,23240,11543,11696
475,3229,M.V. 79,399,35936,17991,17944
476,3230,Motu ,399,28676,14309,14367
