,State,Districtcode,Subdistcode,Town/Village,Ward,EB,Level,Subdistrict,TRU,No_HH,Population,Males,Females,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
125,21,376,2880,0,0,0,SUB-DISTRICT,Baisinga,Total,27554,122036,61341,60695,17084,8700,8384,14268,7173,7095,52140,25909,26231,68737,39384,29353,53299,21957,31342,56893,34478,22415,25465,19558,5907,7049,6437,612,9224,6423,2801,1475,811,664,7717,5887,1830,31428,14920,16508,2778,2075,703,20992,9573,11419,3276,920,2356,4382,2352,2030,25511,12399,13112,2448,1858,590,17466,8067,9399,2228,623,1605,3369,1851,1518,5917,2521,3396,330,217,113,3526,1506,2020,1048,297,751,1013,501,512,65143,26863,38280
126,21,376,2881,0,0,0,SUB-DISTRICT,Betanati,Total,21425,89666,45159,44507,11019,5590,5429,6259,3121,3138,42975,21712,21263,51709,29825,21884,37957,15334,22623,44768,25137,19631,17152,12777,4375,3844,3591,253,3149,2099,1050,2079,886,1193,8080,6201,1879,27616,12360,15256,2104,1490,614,11284,5584,5700,8143,1903,6240,6085,3383,2702,23592,10916,12676,1928,1382,546,9589,4918,4671,6776,1625,5151,5299,2991,2308,4024,1444,2580,176,108,68,1695,666,1029,1367,278,1089,786,392,394,44898,20022,24876
127,21,376,2882,0,0,0,SUB-DISTRICT,Barsahi,Total,31957,132580,66782,65798,17150,8779,8371,12003,6010,5993,69837,35114,34723,73751,42656,31095,58829,24126,34703,67453,38437,29016,30285,22072,8213,7945,7025,920,11875,7690,4185,2079,1062,1017,8386,6295,2091,37168,16365,20803,2625,1869,756,26121,10999,15122,3716,833,2883,4706,2664,2042,29747,13706,16041,2061,1590,471,20857,9173,11684,2970,647,2323,3859,2296,1563,7421,2659,4762,564,279,285,5264,1826,3438,746,186,560,847,368,479,65127,28345,36782
128,21,376,2883,0,0,0,SUB-DISTRICT,Khunta,Total,29834,123616,61119,62497,16085,8175,7910,10898,5365,5533,81997,40153,41844,67080,38643,28437,56536,22476,34060,63267,36162,27105,33167,24154,9013,12129,10760,1369,12363,7352,5011,1435,860,575,7240,5182,2058,30100,12008,18092,2458,1734,724,23746,8507,15239,1197,308,889,2699,1459,1240,24509,9833,14676,2116,1559,557,19425,6832,12593,813,237,576,2155,1205,950,5591,2175,3416,342,175,167,4321,1675,2646,384,71,313,544,254,290,60349,24957,35392
129,21,376,2884,0,0,0,SUB-DISTRICT,Udala,Total,25502,110104,54939,55165,14737,7570,7167,7326,3661,3665,76310,37903,38407,61217,35176,26041,48887,19763,29124,55485,31698,23787,25895,19568,6327,8514,7361,1153,8270,5307,2963,907,567,340,8204,6333,1871,29590,12130,17460,2462,1465,997,22445,8536,13909,1777,519,1258,2906,1610,1296,24341,10651,13690,2079,1342,737,18687,7519,11168,1201,402,799,2374,1388,986,5249,1479,3770,383,123,260,3758,1017,2741,576,117,459,532,222,310,54619,23241,31378
130,21,376,2885,0,0,0,SUB-DISTRICT,Kaptipada,Total,18728,76427,38507,37920,9970,5141,4829,4954,2522,2432,38834,19397,19437,45064,25716,19348,31363,12791,18572,33191,21297,11894,16518,13008,3510,5056,4706,350,6109,4302,1807,780,512,268,4573,3488,1085,16673,8289,8384,1295,964,331,11311,5409,5902,820,261,559,3247,1655,1592,13660,6897,6763,1115,848,267,9201,4470,4731,540,141,399,2804,1438,1366,3013,1392,1621,180,116,64,2110,939,1171,280,120,160,443,217,226,43236,17210,26026
131,21,376,2886,0,0,0,SUB-DISTRICT,Sharata,Total,16034,77369,38620,38749,16742,8632,8110,1408,725,683,62176,30951,31225,25455,16124,9331,51914,22496,29418,37376,19575,17801,14229,10650,3579,7287,6452,835,4648,2652,1996,629,297,332,1665,1249,416,23147,8925,14222,1676,1122,554,13318,5830,7488,4402,717,3685,3751,1256,2495,18992,7308,11684,1157,828,329,11497,4991,6506,3541,546,2995,2797,943,1854,4155,1617,2538,519,294,225,1821,839,982,861,171,690,954,313,641,39993,19045,20948
132,21,376,2887,0,0,0,SUB-DISTRICT,Mahuldiha,Total,9943,46804,22958,23846,8495,4282,4213,1363,688,675,36533,17839,18694,18178,11113,7065,28626,11845,16781,23754,12189,11565,8663,6784,1879,4345,4159,186,1978,1281,697,718,237,481,1622,1107,515,15091,5405,9686,1145,699,446,8509,3363,5146,2860,302,2558,2577,1041,1536,11780,4387,7393,1004,608,396,6984,2746,4238,1843,207,1636,1949,826,1123,3311,1018,2293,141,91,50,1525,617,908,1017,95,922,628,215,413,23050,10769,12281
133,21,376,2888,0,0,0,SUB-DISTRICT,Baripada (M),Total,26351,116849,60489,56360,11235,5895,5340,12797,6438,6359,20603,10383,10220,92161,49964,42197,24688,10525,14163,40247,31850,8397,33318,27579,5739,337,319,18,628,436,192,1223,974,249,31130,25850,5280,6929,4271,2658,124,65,59,916,367,549,455,217,238,5434,3622,1812,5453,3554,1899,121,64,57,292,152,140,333,183,150,4707,3155,1552,1476,717,759,3,1,2,624,215,409,122,34,88,727,467,260,76602,28639,47963
134,21,377,2889,0,0,0,SUB-DISTRICT,Raibania ,Total,18674,80472,40679,39793,10990,5564,5426,13329,6689,6640,27669,13875,13794,45673,26908,18765,34799,13771,21028,40808,23851,16957,22872,18497,4375,8647,8113,534,9750,6738,3012,698,550,148,3777,3096,681,17936,5354,12582,1650,744,906,14199,3985,10214,509,143,366,1578,482,1096,14841,4356,10485,1000,482,518,12117,3345,8772,423,119,304,1301,410,891,3095,998,2097,650,262,388,2082,640,1442,86,24,62,277,72,205,39664,16828,22836
135,21,377,2890,0,0,0,SUB-DISTRICT,Jaleswar ,Total,32997,149170,76774,72396,18200,9331,8869,29356,15094,14262,14497,7265,7232,105177,59076,46101,43993,17698,26295,57916,43893,14023,39131,34923,4208,15601,15291,310,9734,7720,2014,660,581,79,13136,11331,1805,18785,8970,9815,3391,1634,1757,11123,5713,5410,254,166,88,4017,1457,2560,14604,7352,7252,2395,1340,1055,8832,4756,4076,225,154,71,3152,1102,2050,4181,1618,2563,996,294,702,2291,957,1334,29,12,17,865,355,510,91254,32881,58373
136,21,377,2891,0,0,0,SUB-DISTRICT,Bhograi,Total,43912,188559,97404,91155,21203,11024,10179,38650,19686,18964,4496,2253,2243,141700,79424,62276,46859,17980,28879,88037,59757,28280,49234,43662,5572,20494,19096,1398,14258,12409,1849,1651,1381,270,12831,10776,2055,38803,16095,22708,9412,3329,6083,23554,9841,13713,828,428,400,5009,2497,2512,27950,13058,14892,6381,2541,3840,16839,8005,8834,619,355,264,4111,2157,1954,10853,3037,7816,3031,788,2243,6715,1836,4879,209,73,136,898,340,558,100522,37647,62875
137,21,377,2892,0,0,0,SUB-DISTRICT,Kamarda,Total,22637,96162,49832,46330,11506,6100,5406,13784,7020,6764,2697,1373,1324,71739,40304,31435,24423,9528,14895,59157,33546,25611,24840,22980,1860,14874,14309,565,5658,5059,599,327,288,39,3981,3324,657,34317,10566,23751,11402,3582,7820,21013,6426,14587,383,105,278,1519,453,1066,20999,6681,14318,5844,1907,3937,13499,4311,9188,325,85,240,1331,378,953,13318,3885,9433,5558,1675,3883,7514,2115,5399,58,20,38,188,75,113,37005,16286,20719
138,21,377,2893,0,0,0,SUB-DISTRICT,Baliapal ,Total,37186,169958,86865,83093,21741,11183,10558,35664,18099,17565,10124,5239,4885,122121,68324,53797,47837,18541,29296,68912,49250,19662,43128,39305,3823,20973,20208,765,11984,10472,1512,761,687,74,9410,7938,1472,25784,9945,15839,8495,2946,5549,14746,5885,8861,522,261,261,2021,853,1168,17979,7477,10502,5032,1955,3077,11003,4561,6442,433,230,203,1511,731,780,7805,2468,5337,3463,991,2472,3743,1324,2419,89,31,58,510,122,388,101046,37615,63431
139,21,377,2894,0,0,0,SUB-DISTRICT,Singla ,Total,30559,134178,69087,65091,17499,8935,8564,29514,14983,14531,8778,4500,4278,93615,52732,40883,40563,16355,24208,55415,40025,15390,34543,30981,3562,17402,16604,798,9473,7859,1614,634,510,124,7034,6008,1026,20872,9044,11828,4270,1504,2766,13865,6007,7858,624,232,392,2113,1301,812,15312,7237,8075,2575,1063,1512,10336,4798,5538,540,197,343,1861,1179,682,5560,1807,3753,1695,441,1254,3529,1209,2320,84,35,49,252,122,130,78763,29062,49701
140,21,377,2895,0,0,0,SUB-DISTRICT,Basta ,Total,35550,151915,78160,73755,19619,9930,9689,32883,16875,16008,20143,10286,9857,104916,59425,45491,46999,18735,28264,56765,44022,12743,40920,35543,5377,13900,13396,504,13510,10841,2669,1587,1133,454,11923,10173,1750,15845,8479,7366,2253,1279,974,10046,5069,4977,777,288,489,2769,1843,926,12766,7139,5627,1698,1059,639,8021,4208,3813,597,230,367,2450,1642,808,3079,1340,1739,555,220,335,2025,861,1164,180,58,122,319,201,118,95150,34138,61012
141,21,377,2896,0,0,0,SUB-DISTRICT,Rupsa ,Total,5510,25189,12835,12354,3115,1603,1512,3917,1985,1932,4815,2337,2478,16244,9152,7092,8945,3683,5262,8481,7022,1459,7231,6318,913,2227,2166,61,2699,2075,624,150,119,31,2155,1958,197,1250,704,546,48,39,9,912,451,461,47,26,21,243,188,55,1137,663,474,46,38,8,816,419,397,43,25,18,232,181,51,113,41,72,2,1,1,96,32,64,4,1,3,11,7,4,16708,5813,10895
142,21,377,2897,0,0,0,SUB-DISTRICT,Baleshwar Sadar,Total,41782,179092,92071,87021,22749,11774,10975,55429,28425,27004,17842,9023,8819,120832,67418,53414,58260,24653,33607,63363,51759,11604,45190,40046,5144,14198,13349,849,11585,9568,2017,1636,1477,159,17771,15652,2119,18173,11713,6460,2153,1383,770,10856,7054,3802,605,410,195,4559,2866,1693,15412,10239,5173,1835,1228,607,9074,6126,2948,497,347,150,4006,2538,1468,2761,1474,1287,318,155,163,1782,928,854,108,63,45,553,328,225,115729,40312,75417
143,21,377,2898,0,0,0,SUB-DISTRICT,Sahadevkhunta,Total,2420,10233,5301,4932,1374,699,675,1985,1052,933,2570,1270,1300,6197,3539,2658,4036,1762,2274,4213,3124,1089,2812,2301,511,252,232,20,134,121,13,142,122,20,2284,1826,458,1401,823,578,41,26,15,272,200,72,245,133,112,843,464,379,1274,770,504,39,26,13,253,187,66,236,130,106,746,427,319,127,53,74,2,0,2,19,13,6,9,3,6,97,37,60,6020,2177,3843
144,21,377,2899,0,0,0,SUB-DISTRICT,Chandipur ,Total,8773,40588,20756,19832,5488,2801,2687,12480,6367,6113,6574,3256,3318,26005,14602,11403,14583,6154,8429,13937,11525,2412,10313,9047,1266,1994,1828,166,1289,1013,276,322,281,41,6708,5925,783,3624,2478,1146,653,570,83,1512,982,530,189,133,56,1270,793,477,2942,2080,862,567,495,72,1171,782,389,160,121,39,1044,682,362,682,398,284,86,75,11,341,200,141,29,12,17,226,111,115,26651,9231,17420
145,21,377,2900,0,0,0,SUB-DISTRICT,Balaramgadi Marine ,Total,1124,5237,2669,2568,734,378,356,767,382,385,503,264,239,2845,1600,1245,2392,1069,1323,1718,1425,293,1647,1389,258,54,40,14,66,49,17,68,54,14,1459,1246,213,71,36,35,4,2,2,12,8,4,26,9,17,29,17,12,56,29,27,3,1,2,10,7,3,16,5,11,27,16,11,15,7,8,1,1,0,2,1,1,10,4,6,2,1,1,3519,1244,2275
146,21,377,2901,0,0,0,SUB-DISTRICT,Bampada ,Total,2470,11287,5848,5439,1372,717,655,1987,1039,948,2367,1204,1163,7684,4253,3431,3603,1595,2008,4296,3304,992,3799,3004,795,476,434,42,1206,756,450,46,37,9,2071,1777,294,497,300,197,78,70,8,234,94,140,9,4,5,176,132,44,430,269,161,70,64,6,190,79,111,6,3,3,164,123,41,67,31,36,8,6,2,44,15,29,3,1,2,12,9,3,6991,2544,4447
147,21,377,2902,0,0,0,SUB-DISTRICT,Remuna ,Total,21597,91668,46662,45006,11536,5910,5626,20443,10307,10136,16486,8113,8373,60230,33284,26946,31438,13378,18060,33816,26542,7274,26434,22780,3654,7155,6604,551,7115,5527,1588,1219,1093,126,10945,9556,1389,7382,3762,3620,529,317,212,4532,2039,2493,473,220,253,1848,1186,662,6115,3217,2898,382,253,129,3807,1773,2034,359,166,193,1567,1025,542,1267,545,722,147,64,83,725,266,459,114,54,60,281,161,120,57852,20120,37732
148,21,377,2903,0,0,0,SUB-DISTRICT,Nilagiri ,Total,31939,132168,67026,65142,18123,9255,8868,19884,10067,9817,46978,23160,23818,81595,45794,35801,50573,21232,29341,54119,38521,15598,40977,31969,9008,9540,8748,792,13121,9426,3695,1461,978,483,16855,12817,4038,13142,6552,6590,1913,1032,881,6507,3281,3226,1129,479,650,3593,1760,1833,10184,5367,4817,1434,843,591,5148,2699,2449,849,384,465,2753,1441,1312,2958,1185,1773,479,189,290,1359,582,777,280,95,185,840,319,521,78049,28505,49544
149,21,377,2904,0,0,0,SUB-DISTRICT,Berhampur ,Total,14043,57614,28815,28799,8408,4296,4112,3229,1623,1606,38756,19171,19585,31502,18288,13214,26112,10527,15585,26828,16195,10633,13574,10421,3153,3702,3402,300,6355,4479,1876,740,363,377,2777,2177,600,13254,5774,7480,1354,861,493,8513,3787,4726,1306,237,1069,2081,889,1192,10408,4621,5787,945,620,325,7032,3166,3866,1034,173,861,1397,662,735,2846,1153,1693,409,241,168,1481,621,860,272,64,208,684,227,457,30786,12620,18166
150,21,377,2905,0,0,0,SUB-DISTRICT,Oupada  ,Total,8948,39759,19745,20014,5337,2737,2600,6027,3029,2998,9813,4868,4945,24463,13577,10886,15296,6168,9128,20684,11924,8760,10858,8882,1976,5098,4858,240,3519,2340,1179,381,226,155,1860,1458,402,9826,3042,6784,1940,632,1308,6622,1996,4626,608,129,479,656,285,371,7911,2369,5542,1211,413,798,5701,1661,4040,497,100,397,502,195,307,1915,673,1242,729,219,510,921,335,586,111,29,82,154,90,64,19075,7821,11254
151,21,377,2906,0,0,0,SUB-DISTRICT,Khaira  ,Total,32402,139777,69400,70377,16773,8543,8230,30761,15329,15432,9860,4804,5056,100939,54098,46841,38838,15302,23536,51471,38563,12908,35134,30275,4859,18470,17291,1179,9352,7122,2230,782,625,157,6530,5237,1293,16337,8288,8049,2521,1535,986,10958,5478,5480,867,289,578,1991,986,1005,13639,7335,6304,1895,1215,680,9587,4997,4590,390,246,144,1767,877,890,2698,953,1745,626,320,306,1371,481,890,477,43,434,224,109,115,88306,30837,57469
152,21,377,2907,0,0,0,SUB-DISTRICT,Soro,Total,73114,311507,160321,151186,37809,19654,18155,75944,38935,37009,13423,6748,6675,229042,126811,102231,82465,33510,48955,110268,91637,18631,82745,75623,7122,31309,30473,836,22572,19926,2646,1498,1249,249,27366,23975,3391,27523,16014,11509,4434,2497,1937,17673,9883,7790,870,388,482,4546,3246,1300,20554,12656,7898,3625,2071,1554,12736,7695,5041,587,341,246,3606,2549,1057,6969,3358,3611,809,426,383,4937,2188,2749,283,47,236,940,697,243,201239,68684,132555
153,21,377,2908,0,0,0,SUB-DISTRICT,Similia ,Total,35679,161623,81816,79807,20323,10556,9767,36741,18600,18141,7996,3988,4008,115295,63540,51755,46328,18276,28052,63980,47606,16374,40648,36455,4193,20198,19327,871,11022,9127,1895,563,496,67,8865,7505,1360,23332,11151,12181,5067,2224,2843,14857,7326,7531,576,261,315,2832,1340,1492,17385,9050,8335,3347,1686,1661,11307,6062,5245,422,201,221,2309,1101,1208,5947,2101,3846,1720,538,1182,3550,1264,2286,154,60,94,523,239,284,97643,34210,63433
154,21,377,2909,0,0,0,SUB-DISTRICT,Baleshwar (M),Total,31685,144373,73721,70652,14773,7575,7198,15812,8011,7801,9291,4751,4540,113418,60210,53208,30955,13511,17444,48523,40529,7994,42034,36376,5658,538,485,53,1234,1010,224,1877,1637,240,38385,33244,5141,6489,4153,2336,108,66,42,572,397,175,686,396,290,5123,3294,1829,5694,3615,2079,102,62,40,508,362,146,541,348,193,4543,2843,1700,795,538,257,6,4,2,64,35,29,145,48,97,580,451,129,95850,33192,62658
155,21,378,2910,0,0,0,SUB-DISTRICT,Agarpada ,Total,12260,58238,29396,28842,7064,3547,3517,15286,7706,7580,3038,1528,1510,42430,23249,19181,15808,6147,9661,19430,16658,2772,12318,11383,935,5273,5171,102,3651,3324,327,326,274,52,3068,2614,454,7112,5275,1837,1268,1167,101,4031,3327,704,711,164,547,1102,617,485,4526,3440,1086,756,731,25,2437,2067,370,420,135,285,913,507,406,2586,1835,751,512,436,76,1594,1260,334,291,29,262,189,110,79,38808,12738,26070
156,21,378,2911,0,0,0,SUB-DISTRICT,Bant ,Total,13741,63463,32087,31376,7295,3804,3491,17108,8562,8546,2464,1283,1181,48456,26018,22438,15007,6069,8938,19277,17349,1928,13576,12508,1068,5613,5416,197,3916,3724,192,375,342,33,3672,3026,646,5701,4841,860,1328,1268,60,2871,2398,473,331,295,36,1171,880,291,4806,4111,695,1121,1069,52,2398,2031,367,314,284,30,973,727,246,895,730,165,207,199,8,473,367,106,17,11,6,198,153,45,44186,14738,29448
157,21,378,2912,0,0,0,SUB-DISTRICT,Bhandari Pokhari ,Total,24529,110429,55370,55059,12413,6432,5981,26920,13621,13299,3720,1797,1923,84646,45112,39534,25783,10258,15525,35088,30895,4193,25769,23895,1874,10777,10491,286,7597,7074,523,543,478,65,6852,5852,1000,9319,7000,2319,1534,1102,432,5578,4395,1183,284,156,128,1923,1347,576,7806,6138,1668,1208,988,220,4705,3840,865,190,123,67,1703,1187,516,1513,862,651,326,114,212,873,555,318,94,33,61,220,160,60,75341,24475,50866
158,21,378,2913,0,0,0,SUB-DISTRICT,Dhamanagar,Total,24011,119385,60108,59277,14367,7446,6921,22165,11169,10996,1429,733,696,87411,46914,40497,31974,13194,18780,35748,31887,3861,25118,23576,1542,8899,8726,173,7008,6697,311,534,496,38,8677,7657,1020,10630,8311,2319,1505,1228,277,5928,4790,1138,482,241,241,2715,2052,663,9326,7484,1842,1271,1061,210,5340,4389,951,352,205,147,2363,1829,534,1304,827,477,234,167,67,588,401,187,130,36,94,352,223,129,83637,28221,55416
159,21,378,2914,0,0,0,SUB-DISTRICT,Bhadrak Rural ,Total,71157,355439,181326,174113,43350,22313,21037,56136,28464,27672,17328,8690,8638,254083,138588,115495,101356,42738,58618,112731,96885,15846,81658,73811,7847,20598,19935,663,14108,12499,1609,3304,2855,449,43648,38522,5126,31073,23074,7999,3920,3331,589,15312,11819,3493,1538,839,699,10303,7085,3218,25689,19204,6485,3163,2800,363,12645,9983,2662,1220,647,573,8661,5774,2887,5384,3870,1514,757,531,226,2667,1836,831,318,192,126,1642,1311,331,242708,84441,158267
160,21,378,2915,0,0,0,SUB-DISTRICT,Basudebpur ,Total,35469,161509,80283,81226,19962,10305,9657,40906,20388,20518,571,292,279,114545,62232,52313,46964,18051,28913,49816,42429,7387,33841,31211,2630,13338,12917,421,6437,6054,383,701,635,66,13365,11605,1760,15975,11218,4757,3513,2706,807,6984,5235,1749,448,315,133,5030,2962,2068,12586,9226,3360,2574,2101,473,5809,4557,1252,317,237,80,3886,2331,1555,3389,1992,1397,939,605,334,1175,678,497,131,78,53,1144,631,513,111693,37854,73839
161,21,378,2916,0,0,0,SUB-DISTRICT,Naikanidihi ,Total,17454,91289,46286,45003,12084,6327,5757,16977,8594,8383,115,65,50,63747,35941,27806,27542,10345,17197,27396,24467,2929,17776,16843,933,11437,11056,381,3124,2990,134,372,346,26,2843,2451,392,9620,7624,1996,3503,2997,506,4790,3872,918,225,96,129,1102,659,443,7711,6208,1503,2741,2369,372,3830,3199,631,198,75,123,942,565,377,1909,1416,493,762,628,134,960,673,287,27,21,6,160,94,66,63893,21819,42074
162,21,378,2917,0,0,0,SUB-DISTRICT,Tihidi ,Total,39460,195003,97672,97331,23738,12253,11485,58158,29046,29112,619,399,220,141218,76904,64314,53785,20768,33017,61190,52645,8545,41471,37706,3765,20084,19244,840,9450,8514,936,1283,955,328,10654,8993,1661,19719,14939,4780,3828,2836,992,11928,9197,2731,875,655,220,3088,2251,837,15459,12081,3378,3064,2324,740,9060,7257,1803,721,575,146,2614,1925,689,4260,2858,1402,764,512,252,2868,1940,928,154,80,74,474,326,148,133813,45027,88786
163,21,378,2918,0,0,0,SUB-DISTRICT,Dhusuri ,Total,24383,121894,61477,60417,14578,7437,7141,31300,15819,15481,315,161,154,91045,49396,41649,30849,12081,18768,35744,33072,2672,26487,25065,1422,10846,10605,241,8174,7804,370,360,345,15,7107,6311,796,9257,8007,1250,1264,1129,135,6066,5490,576,255,175,80,1672,1213,459,7671,6774,897,1128,1043,85,4955,4545,410,168,148,20,1420,1038,382,1586,1233,353,136,86,50,1111,945,166,87,27,60,252,175,77,86150,28405,57745
164,21,378,2919,0,0,0,SUB-DISTRICT,Chandabali ,Total,19286,100905,50797,50108,12515,6419,6096,22729,11519,11210,587,289,298,74647,40630,34017,26258,10167,16091,30095,27741,2354,23207,22006,1201,11102,10893,209,5281,5016,265,430,404,26,6394,5693,701,6888,5735,1153,698,629,69,4232,3640,592,300,231,69,1658,1235,423,5988,5014,974,635,576,59,3673,3162,511,238,192,46,1442,1084,358,900,721,179,63,53,10,559,478,81,62,39,23,216,151,65,70810,23056,47754
165,21,378,2920,0,0,0,SUB-DISTRICT,Bansada ,Total,23810,124708,63352,61356,16693,8513,8180,25469,12899,12570,235,120,115,89007,49621,39386,35701,13731,21970,40403,34374,6029,26107,24263,1844,12200,11664,536,6498,5950,548,397,366,31,7012,6283,729,14296,10111,4185,2918,2155,763,8160,6111,2049,306,188,118,2912,1657,1255,11771,8518,3253,2400,1824,576,6839,5147,1692,238,155,83,2294,1392,902,2525,1593,932,518,331,187,1321,964,357,68,33,35,618,265,353,84305,28978,55327
166,21,378,2921,0,0,0,SUB-DISTRICT,Dhamara Marine,Total,773,4075,2106,1969,501,252,249,1742,900,842,7,4,3,2905,1664,1241,1170,442,728,1681,1157,524,769,719,50,430,406,24,76,72,4,23,18,5,240,223,17,912,438,474,80,72,8,177,163,14,48,38,10,607,165,442,886,414,472,78,70,8,162,150,12,48,38,10,598,156,442,26,24,2,2,2,0,15,13,2,0,0,0,9,9,0,2394,949,1445
167,21,379,2922,0,0,0,SUB-DISTRICT,Rajkanika ,Total,31182,140807,67443,73364,16424,8450,7974,32908,16153,16755,51,23,28,107088,54253,52835,33719,13190,20529,39650,34872,4778,27083,25203,1880,11187,10937,250,6137,5906,231,725,683,42,9034,7677,1357,12567,9669,2898,2011,1404,607,7212,6100,1112,544,291,253,2800,1874,926,10225,8231,1994,1443,1189,254,6027,5190,837,465,249,216,2290,1603,687,2342,1438,904,568,215,353,1185,910,275,79,42,37,510,271,239,101157,32571,68586
168,21,379,2923,0,0,0,SUB-DISTRICT,Rajnagar ,Total,33724,163450,82469,80981,21787,11308,10479,20654,10338,10316,2209,1089,1120,120227,65371,54856,43223,17098,26125,55994,44519,11475,33009,30604,2405,13959,13650,309,8815,8371,444,674,603,71,9561,7980,1581,22985,13915,9070,4048,2544,1504,13543,8647,4896,927,389,538,4467,2335,2132,19214,11992,7222,3449,2313,1136,11140,7369,3771,767,320,447,3858,1990,1868,3771,1923,1848,599,231,368,2403,1278,1125,160,69,91,609,345,264,107456,37950,69506
169,21,379,2924,0,0,0,SUB-DISTRICT,Jamboo Marine  ,Total,6228,29491,15408,14083,4027,2143,1884,4721,2474,2247,1213,636,577,19069,11144,7925,10422,4264,6158,11021,8621,2400,7608,7018,590,1672,1597,75,1198,1016,182,166,153,13,4572,4252,320,3413,1603,1810,464,272,192,1834,633,1201,50,32,18,1065,666,399,2846,1415,1431,346,244,102,1581,564,1017,40,28,12,879,579,300,567,188,379,118,28,90,253,69,184,10,4,6,186,87,99,18470,6787,11683
170,21,379,2925,0,0,0,SUB-DISTRICT,Aali ,Total,30721,137800,64507,73293,15369,7973,7396,34705,16802,17903,459,243,216,104715,52077,52638,33085,12430,20655,37095,31492,5603,27073,25140,1933,9973,9754,219,5461,5138,323,684,607,77,10955,9641,1314,10022,6352,3670,1027,826,201,4924,3267,1657,415,196,219,3656,2063,1593,8366,5581,2785,934,750,184,4003,2869,1134,345,173,172,3084,1789,1295,1656,771,885,93,76,17,921,398,523,70,23,47,572,274,298,100705,33015,67690
171,21,379,2926,0,0,0,SUB-DISTRICT,Pattamundai ,Total,46635,219063,107557,111506,25005,12866,12139,61790,30771,31019,395,207,188,165269,86507,78762,53794,21050,32744,73322,57746,15576,47771,44054,3717,17746,17202,544,9587,8669,918,853,746,107,19585,17437,2148,25551,13692,11859,7562,3212,4350,10940,6723,4217,951,462,489,6098,3295,2803,19538,11253,8285,5139,2435,2704,8475,5509,2966,773,410,363,5151,2899,2252,6013,2439,3574,2423,777,1646,2465,1214,1251,178,52,126,947,396,551,145741,49811,95930
172,21,379,2927,0,0,0,SUB-DISTRICT,Kendrapara,Total,8892,47006,24212,22794,4997,2648,2349,4890,2482,2408,605,315,290,37524,19979,17545,9482,4233,5249,14880,12850,2030,13019,11533,1486,392,391,1,408,371,37,462,386,76,11757,10385,1372,1861,1317,544,47,33,14,261,183,78,205,93,112,1348,1008,340,1503,1070,433,41,28,13,216,165,51,150,72,78,1096,805,291,358,247,111,6,5,1,45,18,27,55,21,34,252,203,49,32126,11362,20764
173,21,379,2928,0,0,0,SUB-DISTRICT,Kendrapara Sadar  ,Total,36905,158985,80770,78215,16122,8460,7662,34114,17432,16682,1273,597,676,123374,66622,56752,35611,14148,21463,52469,44896,7573,39052,35534,3518,13094,12714,380,10001,9425,576,1171,1024,147,14786,12371,2415,13417,9362,4055,1516,1261,255,7866,5706,2160,533,261,272,3502,2134,1368,11248,8248,3000,1351,1153,198,6755,5111,1644,407,222,185,2735,1762,973,2169,1114,1055,165,108,57,1111,595,516,126,39,87,767,372,395,106516,35874,70642
174,21,379,2929,0,0,0,SUB-DISTRICT,Nikirai ,Total,15611,67946,33925,34021,7259,3817,3442,21787,11020,10767,208,55,153,51745,27479,24266,16201,6446,9755,20774,18300,2474,14242,13127,1115,5606,5454,152,3798,3554,244,648,582,66,4190,3537,653,6532,5173,1359,521,446,75,4508,3556,952,282,210,72,1221,961,260,5427,4580,847,462,403,59,3699,3204,495,237,179,58,1029,794,235,1105,593,512,59,43,16,809,352,457,45,31,14,192,167,25,47172,15625,31547
