,State,Districtcode,Subdistcode,Town/Village,Ward,EB,Level,Subdistrict,TRU,No_HH,Population,Males,Females,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
232,21,383,2987,0,0,0,SUB-DISTRICT,Parajang ,Total,38920,164482,83880,80602,18273,9789,8484,29793,15113,14680,19799,9860,9939,112728,63484,49244,51754,20396,31358,61925,46422,15503,33447,29356,4091,9895,9564,331,9139,7444,1695,1447,1132,315,12966,11216,1750,28478,17066,11412,2989,2268,721,19177,10610,8567,1119,541,578,5193,3647,1546,23737,14519,9218,2566,2004,562,16242,9005,7237,892,460,432,4037,3050,987,4741,2547,2194,423,264,159,2935,1605,1330,227,81,146,1156,597,559,102557,37458,65099
233,21,383,2988,0,0,0,SUB-DISTRICT,Kamakshyanagar ,Total,26786,117096,60101,56995,13236,7105,6131,22306,11267,11039,19485,9657,9828,84669,46876,37793,32427,13225,19202,43208,33249,9959,28689,25106,3583,7194,6951,243,7569,5914,1655,882,731,151,13044,11510,1534,14519,8143,6376,1031,705,326,8657,4541,4116,634,271,363,4197,2626,1571,12140,7175,4965,880,621,259,7190,4010,3180,447,213,234,3623,2331,1292,2379,968,1411,151,84,67,1467,531,936,187,58,129,574,295,279,73888,26852,47036
234,21,383,2989,0,0,0,SUB-DISTRICT,Kankadahad  ,Total,13114,61222,30917,30305,9185,4741,4444,6638,3295,3343,34869,17428,17441,35278,20496,14782,25944,10421,15523,31693,18148,13545,14003,10985,3018,5215,4869,346,4145,2475,1670,308,216,92,4335,3425,910,17690,7163,10527,1123,633,490,13011,4891,8120,358,129,229,3198,1510,1688,14664,6107,8557,946,580,366,11794,4472,7322,236,104,132,1688,951,737,3026,1056,1970,177,53,124,1217,419,798,122,25,97,1510,559,951,29529,12769,16760
235,21,383,2990,0,0,0,SUB-DISTRICT,Bhuban ,Total,22588,101051,51992,49059,11594,6116,5478,20622,10469,10153,9492,4767,4725,71842,40086,31756,29209,11906,17303,32432,28337,4095,21767,20379,1388,4812,4734,78,4870,4596,274,671,618,53,11414,10431,983,10665,7958,2707,598,526,72,6391,4582,1809,393,259,134,3283,2591,692,8558,6842,1716,523,471,52,5158,4051,1107,263,196,67,2614,2124,490,2107,1116,991,75,55,20,1233,531,702,130,63,67,669,467,202,68619,23655,44964
236,21,383,2991,0,0,0,SUB-DISTRICT,Gandia ,Total,25204,104442,53238,51204,12725,6738,5987,16824,8419,8405,18437,9203,9234,70360,38841,31519,34082,14397,19685,38328,29835,8493,24200,21891,2309,5427,5316,111,8576,7483,1093,612,546,66,9585,8546,1039,14128,7944,6184,611,483,128,10435,5299,5136,658,477,181,2424,1685,739,12005,7179,4826,547,436,111,8946,4843,4103,540,423,117,1972,1477,495,2123,765,1358,64,47,17,1489,456,1033,118,54,64,452,208,244,66114,23403,42711
237,21,383,2992,0,0,0,SUB-DISTRICT,Nihalprasad ,Total,12345,53452,27270,26182,6733,3591,3142,11036,5695,5341,7001,3536,3465,36067,20116,15951,17385,7154,10231,18666,15057,3609,11471,10308,1163,3254,3187,67,3915,3326,589,201,189,12,4101,3606,495,7195,4749,2446,452,397,55,5426,3367,2059,126,81,45,1191,904,287,6009,4139,1870,364,317,47,4595,3003,1592,96,65,31,954,754,200,1186,610,576,88,80,8,831,364,467,30,16,14,237,150,87,34786,12213,22573
238,21,383,2993,0,0,0,SUB-DISTRICT,Tumusingha ,Total,12475,53802,27692,26110,6044,3319,2725,12539,6396,6143,4711,2342,2369,37557,21227,16330,16245,6465,9780,20056,15260,4796,12643,11145,1498,2838,2726,112,4274,3835,439,410,366,44,5121,4218,903,7413,4115,3298,287,215,72,5405,2911,2494,233,68,165,1488,921,567,5484,3403,2081,248,186,62,3824,2373,1451,169,55,114,1243,789,454,1929,712,1217,39,29,10,1581,538,1043,64,13,51,245,132,113,33746,12432,21314
239,21,383,2994,0,0,0,SUB-DISTRICT,Motunga ,Total,14709,62014,32296,29718,7149,3839,3310,15234,7705,7529,4108,2098,2010,44675,25369,19306,17339,6927,10412,21364,17902,3462,16940,15097,1843,2461,2275,186,2100,1774,326,616,550,66,11763,10498,1265,4424,2805,1619,315,243,72,1874,1029,845,202,164,38,2033,1369,664,3499,2247,1252,275,216,59,1397,783,614,135,107,28,1692,1141,551,925,558,367,40,27,13,477,246,231,67,57,10,341,228,113,40650,14394,26256
240,21,383,2995,0,0,0,SUB-DISTRICT,Bhusan Steel Limited,Total,6213,26821,14600,12221,3214,1685,1529,5977,3066,2911,3119,1666,1453,19183,11520,7663,7638,3080,4558,9688,8667,1021,7510,6994,516,712,675,37,514,485,29,198,189,9,6086,5645,441,2178,1673,505,291,242,49,641,446,195,97,77,20,1149,908,241,1614,1263,351,250,219,31,458,349,109,89,72,17,817,623,194,564,410,154,41,23,18,183,97,86,8,5,3,332,285,47,17133,5933,11200
241,21,383,2996,0,0,0,SUB-DISTRICT,Balimi ,Total,12057,47592,24376,23216,5254,2834,2420,10906,5521,5385,969,508,461,32044,18240,13804,15548,6136,9412,16991,13661,3330,9255,8289,966,2120,1931,189,2074,1849,225,487,454,33,4574,4055,519,7736,5372,2364,649,465,184,4438,2885,1553,456,311,145,2193,1711,482,6339,4461,1878,525,422,103,3557,2290,1267,378,263,115,1879,1486,393,1397,911,486,124,43,81,881,595,286,78,48,30,314,225,89,30601,10715,19886
242,21,383,2997,0,0,0,SUB-DISTRICT,Hindol ,Total,10877,44159,22512,21647,5312,2803,2509,10529,5352,5177,4086,2077,2009,28401,16008,12393,15758,6504,9254,16972,12806,4166,12099,9835,2264,2479,2299,180,4270,3019,1251,539,417,122,4811,4100,711,4873,2971,1902,244,155,89,1989,910,1079,257,179,78,2383,1727,656,3707,2419,1288,212,137,75,1425,746,679,233,164,69,1837,1372,465,1166,552,614,32,18,14,564,164,400,24,15,9,546,355,191,27187,9706,17481
243,21,383,2998,0,0,0,SUB-DISTRICT,Rasol ,Total,17911,73850,37597,36253,8376,4420,3956,17466,8883,8583,6641,3222,3419,50342,28138,22204,23508,9459,14049,26998,21486,5512,14484,13243,1241,3363,3257,106,2740,2543,197,609,543,66,7772,6900,872,12514,8243,4271,1139,894,245,7411,4464,2947,426,239,187,3538,2646,892,10220,7118,3102,914,758,156,6215,3997,2218,322,198,124,2769,2165,604,2294,1125,1169,225,136,89,1196,467,729,104,41,63,769,481,288,46852,16111,30741
244,21,383,2999,0,0,0,SUB-DISTRICT,Dhenkanal Sadar ,Total,66165,282828,146122,136706,32001,17113,14888,54209,27574,26635,29339,14514,14825,206764,113692,93072,76064,32430,43634,97212,79722,17490,70830,62607,8223,9885,9477,408,12670,10820,1850,3692,3033,659,44583,39277,5306,26382,17115,9267,1846,1336,510,11925,7345,4580,1681,858,823,10930,7576,3354,21989,14666,7323,1647,1213,434,9874,6266,3608,1343,709,634,9125,6478,2647,4393,2449,1944,199,123,76,2051,1079,972,338,149,189,1805,1098,707,185616,66400,119216
245,21,384,2995,0,0,0,SUB-DISTRICT,Bhusan Steel Limited,Total,272,1098,558,540,163,92,71,620,318,302,28,18,10,826,439,387,272,119,153,365,299,66,173,150,23,6,4,2,12,9,3,4,4,0,151,133,18,192,149,43,18,15,3,11,8,3,2,2,0,161,124,37,192,149,43,18,15,3,11,8,3,2,2,0,161,124,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,259,474
246,21,384,3000,0,0,0,SUB-DISTRICT,Palalahada ,Total,15686,66385,33728,32657,10046,5170,4876,8268,4138,4130,31843,16043,15800,37556,21865,15691,28829,11863,16966,31416,18663,12753,11521,9001,2520,2748,2429,319,3501,2457,1044,558,448,110,4714,3667,1047,19895,9662,10233,2208,1513,695,13197,5864,7333,553,327,226,3937,1958,1979,14723,7543,7180,1678,1247,431,9981,4517,5464,433,265,168,2631,1514,1117,5172,2119,3053,530,266,264,3216,1347,1869,120,62,58,1306,444,862,34969,15065,19904
247,21,384,3001,0,0,0,SUB-DISTRICT,Khamar ,Total,15302,63421,32292,31129,8082,4295,3787,11700,5895,5805,19049,9523,9526,39072,22633,16439,24349,9659,14690,29751,18538,11213,14417,11423,2994,4591,3999,592,5218,3687,1531,575,458,117,4033,3279,754,15334,7115,8219,2186,1095,1091,9632,4200,5432,515,328,187,3001,1492,1509,11656,5548,6108,1673,844,829,7648,3342,4306,457,302,155,1878,1060,818,3678,1567,2111,513,251,262,1984,858,1126,58,26,32,1123,432,691,33670,13754,19916
248,21,384,3002,0,0,0,SUB-DISTRICT,Rengali Damsite ,Total,9310,37838,19751,18087,4012,2140,1872,7664,3881,3783,2950,1563,1387,26862,15468,11394,10976,4283,6693,14834,10387,4447,8136,6707,1429,2786,2292,494,1133,864,269,491,426,65,3726,3125,601,6698,3680,3018,953,659,294,3910,1897,2013,328,155,173,1507,969,538,5175,2696,2479,668,436,232,3054,1364,1690,269,126,143,1184,770,414,1523,984,539,285,223,62,856,533,323,59,29,30,323,199,124,23004,9364,13640
249,21,384,3003,0,0,0,SUB-DISTRICT,Kaniha ,Total,14182,55678,29108,26570,6272,3411,2861,13364,6877,6487,4068,2044,2024,38621,22494,16127,17057,6614,10443,22849,15896,6953,10061,8536,1525,2778,2541,237,1971,1328,643,654,603,51,4658,4064,594,12788,7360,5428,1716,1113,603,7613,4042,3571,803,502,301,2656,1703,953,9267,5552,3715,1533,999,534,5210,2894,2316,477,294,183,2047,1365,682,3521,1808,1713,183,114,69,2403,1148,1255,326,208,118,609,338,271,32829,13212,19617
250,21,384,3004,0,0,0,SUB-DISTRICT,N.T.P.C.   ,Total,4218,16590,8682,7908,1910,1007,903,3359,1726,1633,1810,929,881,12085,6808,5277,4505,1874,2631,5183,4416,767,4152,3691,461,255,236,19,117,96,21,126,119,7,3654,3240,414,1031,725,306,125,112,13,138,103,35,30,26,4,738,484,254,848,590,258,102,90,12,96,80,16,22,19,3,628,401,227,183,135,48,23,22,1,42,23,19,8,7,1,110,83,27,11407,4266,7141
251,21,384,3005,0,0,0,SUB-DISTRICT,Samal Barrage ,Total,7794,31421,16406,15015,3464,1879,1585,6481,3371,3110,2686,1365,1321,21451,12502,8949,9970,3904,6066,11110,8710,2400,4548,4073,475,1000,981,19,704,623,81,358,347,11,2486,2122,364,6562,4637,1925,785,677,108,3676,2476,1200,454,305,149,1647,1179,468,4191,2926,1265,451,404,47,2599,1712,887,143,122,21,998,688,310,2371,1711,660,334,273,61,1077,764,313,311,183,128,649,491,158,20311,7696,12615
252,21,384,3006,0,0,0,SUB-DISTRICT,Talcher Sadar,Total,21928,97968,51567,46401,11194,6010,5184,18807,9600,9207,8655,4349,4306,70821,40346,30475,27147,11221,15926,32110,27456,4654,24190,21566,2624,1379,1299,80,816,750,66,1201,1150,51,20794,18367,2427,7920,5890,2030,678,548,130,2110,1414,696,544,451,93,4588,3477,1111,6372,4851,1521,573,485,88,1719,1229,490,436,360,76,3644,2777,867,1548,1039,509,105,63,42,391,185,206,108,91,17,944,700,244,65858,24111,41747
253,21,384,3007,0,0,0,SUB-DISTRICT,Colliery ,Total,14306,61938,32651,29287,6328,3466,2862,11380,5876,5504,3850,1988,1862,46040,25808,20232,15898,6843,9055,20713,17249,3464,16322,14608,1714,1000,867,133,644,520,124,643,594,49,14035,12627,1408,4391,2641,1750,390,246,144,1134,463,671,235,187,48,2632,1745,887,3860,2274,1586,314,202,112,1024,408,616,168,129,39,2354,1535,819,531,367,164,76,44,32,110,55,55,67,58,9,278,210,68,41225,15402,25823
254,21,384,3008,0,0,0,SUB-DISTRICT,Bikrampur ,Total,5795,25772,13748,12024,2691,1497,1194,4137,2147,1990,2977,1514,1463,19510,11125,8385,6262,2623,3639,8531,7151,1380,6811,5956,855,451,424,27,165,114,51,368,327,41,5827,5091,736,1720,1195,525,138,106,32,220,77,143,65,54,11,1297,958,339,1326,932,394,130,100,30,134,64,70,54,45,9,1008,723,285,394,263,131,8,6,2,86,13,73,11,9,2,289,235,54,17241,6597,10644
255,21,384,3009,0,0,0,SUB-DISTRICT,NALCO   ,Total,11790,50375,26335,24040,5502,2966,2536,7867,4067,3800,8720,4396,4324,37977,21322,16655,12398,5013,7385,17697,14148,3549,14781,12456,2325,661,612,49,285,222,63,911,650,261,12924,10972,1952,2916,1692,1224,232,163,69,806,350,456,167,112,55,1711,1067,644,2431,1513,918,204,143,61,731,312,419,142,97,45,1354,961,393,485,179,306,28,20,8,75,38,37,25,15,10,357,106,251,32678,12187,20491
256,21,384,3010,0,0,0,SUB-DISTRICT,Banarpal,Total,17992,78771,40693,38078,9255,5005,4250,19284,9797,9487,4938,2428,2510,56376,31697,24679,22395,8996,13399,25230,21346,3884,17794,16078,1716,2535,2388,147,2532,1942,590,1032,969,63,11695,10779,916,7436,5268,2168,647,463,184,2548,1558,990,481,422,59,3760,2825,935,5236,3817,1419,513,372,141,1801,1165,636,334,295,39,2588,1985,603,2200,1451,749,134,91,43,747,393,354,147,127,20,1172,840,332,53541,19347,34194
257,21,384,3011,0,0,0,SUB-DISTRICT,Anugul ,Total,34890,155203,81196,74007,17527,9526,8001,27069,13739,13330,5732,2975,2757,113056,63541,49515,42147,17655,24492,54139,44586,9553,42418,37252,5166,6115,5619,496,2820,2280,540,2205,1824,381,31278,27529,3749,11721,7334,4387,1474,859,615,4093,2031,2062,854,514,340,5300,3930,1370,10009,6319,3690,1338,764,574,3582,1823,1759,639,420,219,4450,3312,1138,1712,1015,697,136,95,41,511,208,303,215,94,121,850,618,232,101064,36610,64454
258,21,384,3012,0,0,0,SUB-DISTRICT,Jarapada ,Total,14071,61335,31240,30095,7378,3876,3502,12148,6146,6002,4084,2060,2024,38567,22173,16394,22768,9067,13701,28589,17791,10798,19342,14241,5101,8016,6310,1706,5019,2887,2132,1281,922,359,5026,4122,904,9247,3550,5697,1933,530,1403,4409,1500,2909,854,388,466,2051,1132,919,8394,3183,5211,1815,474,1341,4106,1404,2702,678,314,364,1795,991,804,853,367,486,118,56,62,303,96,207,176,74,102,256,141,115,32746,13449,19297
259,21,384,3013,0,0,0,SUB-DISTRICT,Industrial  ,Total,8096,34314,17500,16814,5001,2520,2481,6733,3372,3361,5244,2610,2634,21605,12581,9024,12709,4919,7790,12687,9333,3354,10089,8247,1842,3625,3153,472,2270,1589,681,617,438,179,3577,3067,510,2598,1086,1512,490,159,331,1260,318,942,263,162,101,585,447,138,2199,921,1278,317,123,194,1148,272,876,228,135,93,506,391,115,399,165,234,173,36,137,112,46,66,35,27,8,79,56,23,21627,8167,13460
260,21,384,3014,0,0,0,SUB-DISTRICT,Chhendipada ,Total,24523,103804,53195,50609,11617,6195,5422,21599,10840,10759,9175,4599,4576,69194,40055,29139,34610,13140,21470,50918,29676,21242,29066,21031,8035,13382,10285,3097,6865,4312,2553,2411,1288,1123,6408,5146,1262,21852,8645,13207,3988,1504,2484,12668,5061,7607,2293,592,1701,2903,1488,1415,17148,6830,10318,3012,1039,1973,9741,4014,5727,1919,486,1433,2476,1291,1185,4704,1815,2889,976,465,511,2927,1047,1880,374,106,268,427,197,230,52886,23519,29367
261,21,384,3015,0,0,0,SUB-DISTRICT,Handapa,Total,12003,51620,26258,25362,6306,3259,3047,7076,3600,3476,11195,5642,5553,34777,19563,15214,16843,6695,10148,26223,14910,11313,11918,8600,3318,3277,2774,503,2789,1804,985,1844,795,1049,4008,3227,781,14305,6310,7995,1695,926,769,8306,3479,4827,1287,323,964,3017,1582,1435,11707,5220,6487,1525,830,695,7241,3098,4143,1041,261,780,1900,1031,869,2598,1090,1508,170,96,74,1065,381,684,246,62,184,1117,551,566,25397,11348,14049
262,21,384,3016,0,0,0,SUB-DISTRICT,Kishorenagar ,Total,13131,56423,28192,28231,6937,3576,3361,9010,4549,4461,10547,5069,5478,39200,21399,17801,17223,6793,10430,28138,16353,11785,12625,9843,2782,5513,4931,582,2992,1962,1030,815,366,449,3305,2584,721,15513,6510,9003,1759,1062,697,9980,3828,6152,1669,406,1263,2105,1214,891,12044,5204,6840,1245,824,421,7724,3034,4690,1387,356,1031,1688,990,698,3469,1306,2163,514,238,276,2256,794,1462,282,50,232,417,224,193,28285,11839,16446
263,21,384,3017,0,0,0,SUB-DISTRICT,Athmallik ,Total,13557,56953,28746,28207,7014,3550,3464,13122,6584,6538,5274,2633,2641,38787,22038,16749,18166,6708,11458,28745,16702,12043,16181,12231,3950,6365,5494,871,3590,2022,1568,692,446,246,5534,4269,1265,12564,4471,8093,2078,891,1187,7919,2487,5432,418,113,305,2149,980,1169,10085,3473,6612,1676,699,977,6382,1886,4496,333,83,250,1694,805,889,2479,998,1481,402,192,210,1537,601,936,85,30,55,455,175,280,28208,12044,16164
264,21,384,3018,0,0,0,SUB-DISTRICT,Kiakata,Total,3722,15777,7872,7905,2126,1058,1068,2907,1439,1468,1309,643,666,10403,5895,4508,5374,1977,3397,8068,4520,3548,3184,2693,491,1662,1536,126,583,456,127,302,201,101,637,500,137,4884,1827,3057,937,284,653,2952,1147,1805,385,61,324,610,335,275,4141,1593,2548,748,231,517,2629,1052,1577,361,60,301,403,250,153,743,234,509,189,53,136,323,95,228,24,1,23,207,85,122,7709,3352,4357
265,21,384,3019,0,0,0,SUB-DISTRICT,Thakurgarh ,Total,10949,49898,24796,25102,6969,3645,3324,5518,2694,2824,20681,10265,10416,31755,17739,14016,18143,7057,11086,27017,14210,12807,13139,8391,4748,4245,2972,1273,5362,3083,2279,1027,359,668,2505,1977,528,13878,5819,8059,766,392,374,9373,4104,5269,2237,461,1776,1502,862,640,12803,5422,7381,730,374,356,8832,3885,4947,1971,412,1559,1270,751,519,1075,397,678,36,18,18,541,219,322,266,49,217,232,111,121,22881,10586,12295
266,21,384,3020,0,0,0,SUB-DISTRICT,Purunakot ,Total,6746,29526,14826,14700,4164,2135,2029,4982,2528,2454,9659,4765,4894,16790,9701,7089,12736,5125,7611,14952,8508,6444,8053,5799,2254,2438,1893,545,3608,2428,1180,367,228,139,1640,1250,390,6899,2709,4190,782,445,337,4943,1740,3203,267,87,180,907,437,470,6131,2441,3690,734,423,311,4360,1534,2826,239,80,159,798,404,394,768,268,500,48,22,26,583,206,377,28,7,21,109,33,76,14574,6318,8256
267,21,384,3021,0,0,0,SUB-DISTRICT,Bantala ,Total,16787,71713,36378,35335,8445,4388,4057,16457,8275,8182,5129,2559,2570,48125,27233,20892,23588,9145,14443,27255,20099,7156,18626,15147,3479,5680,4872,808,4418,3399,1019,1358,972,386,7170,5904,1266,8629,4952,3677,1121,526,595,4102,2271,1831,525,230,295,2881,1925,956,7352,4162,3190,909,385,524,3504,1887,1617,431,189,242,2508,1701,807,1277,790,487,212,141,71,598,384,214,94,41,53,373,224,149,44458,16279,28179
268,21,385,3022,0,0,0,SUB-DISTRICT,Gania ,Total,9247,38506,20068,18438,4556,2434,2122,9450,4900,4550,4747,2399,2348,26911,15534,11377,11595,4534,7061,14395,11281,3114,9155,7620,1535,2154,2025,129,2478,2137,341,359,293,66,4164,3165,999,5240,3661,1579,359,282,77,2093,1406,687,425,243,182,2363,1730,633,4241,3102,1139,306,241,65,1809,1278,531,304,204,100,1822,1379,443,999,559,440,53,41,12,284,128,156,121,39,82,541,351,190,24111,8787,15324
269,21,385,3023,0,0,0,SUB-DISTRICT,Dasapalla ,Total,19248,77560,40206,37354,8700,4587,4113,15042,7715,7327,13692,6632,7060,52910,30273,22637,24650,9933,14717,31436,23241,8195,20976,18334,2642,7220,6710,510,4631,3651,980,752,514,238,8373,7459,914,10460,4907,5553,1599,772,827,5919,2530,3389,687,177,510,2255,1428,827,9102,4402,4700,1470,702,768,5158,2304,2854,537,133,404,1937,1263,674,1358,505,853,129,70,59,761,226,535,150,44,106,318,165,153,46124,16965,29159
270,21,385,3024,0,0,0,SUB-DISTRICT,Banigochha ,Total,6684,26348,13123,13225,3456,1759,1697,6115,2999,3116,11893,5855,6038,14317,8770,5547,12031,4353,7678,13855,7990,5865,5748,4428,1320,2926,2573,353,1298,735,563,253,131,122,1271,989,282,8107,3562,4545,1328,1008,320,4403,1823,2580,1145,179,966,1231,552,679,6774,3187,3587,1202,948,254,3879,1640,2239,882,159,723,811,440,371,1333,375,958,126,60,66,524,183,341,263,20,243,420,112,308,12493,5133,7360
271,21,385,3025,0,0,0,SUB-DISTRICT,Nuagaon ,Total,11254,44036,22764,21272,5022,2690,2332,8068,4082,3986,4976,2461,2515,30251,17204,13047,13785,5560,8225,17354,13399,3955,11320,10192,1128,4021,3917,104,3140,2754,386,505,305,200,3654,3216,438,6034,3207,2827,887,598,289,3612,1675,1937,389,155,234,1146,779,367,4909,2696,2213,746,522,224,2947,1402,1545,319,138,181,897,634,263,1125,511,614,141,76,65,665,273,392,70,17,53,249,145,104,26682,9365,17317
272,21,385,3026,0,0,0,SUB-DISTRICT,Khandapada ,Total,22613,96214,50428,45786,10436,5680,4756,18114,9289,8825,3397,1728,1669,68848,39542,29306,27366,10886,16480,32555,28197,4358,24071,22227,1844,5174,5094,80,5724,5595,129,1524,1160,364,11649,10378,1271,8484,5970,2514,563,448,115,3311,2661,650,1263,490,773,3347,2371,976,6867,4995,1872,469,378,91,2802,2242,560,707,305,402,2889,2070,819,1617,975,642,94,70,24,509,419,90,556,185,371,458,301,157,63659,22231,41428
273,21,385,3027,0,0,0,SUB-DISTRICT,Fategarh,Total,29311,125616,65660,59956,14133,7563,6570,15098,7744,7354,3234,1660,1574,91199,52472,38727,34417,13188,21229,40757,37029,3728,29026,27458,1568,8739,8524,215,9749,9536,213,1049,908,141,9489,8490,999,11731,9571,2160,1222,1116,106,6743,5783,960,580,287,293,3186,2385,801,9688,8168,1520,985,919,66,5738,5006,732,423,234,189,2542,2009,533,2043,1403,640,237,197,40,1005,777,228,157,53,104,644,376,268,84859,28631,56228
274,21,385,3028,0,0,0,SUB-DISTRICT,Nayagarh ,Total,13846,60036,31856,28180,6141,3372,2769,7482,3816,3666,326,224,102,47086,26538,20548,12950,5318,7632,19396,17070,2326,13181,11719,1462,2040,1896,144,2027,1813,214,677,628,49,8437,7382,1055,6215,5351,864,665,582,83,2606,2414,192,487,386,101,2457,1969,488,5152,4499,653,573,508,65,2142,2024,118,394,328,66,2043,1639,404,1063,852,211,92,74,18,464,390,74,93,58,35,414,330,84,40640,14786,25854
275,21,385,3029,0,0,0,SUB-DISTRICT,Itamati ,Total,16960,71641,37987,33654,7445,4038,3407,6625,3448,3177,49,22,27,54483,31074,23409,17158,6913,10245,24238,21458,2780,17582,16123,1459,5011,4773,238,3939,3721,218,716,623,93,7916,7006,910,6656,5335,1321,598,521,77,2786,2630,156,327,232,95,2945,1952,993,5113,4416,697,474,421,53,2301,2202,99,237,185,52,2101,1608,493,1543,919,624,124,100,24,485,428,57,90,47,43,844,344,500,47403,16529,30874
276,21,385,3030,0,0,0,SUB-DISTRICT,Nayagarh Sadar,Total,11493,48977,25863,23114,5553,3050,2503,6575,3439,3136,1252,632,620,34352,19797,14555,14625,6066,8559,16981,14849,2132,11048,10308,740,4109,3932,177,2863,2747,116,300,267,33,3776,3362,414,5933,4541,1392,909,672,237,2857,2515,342,531,364,167,1636,990,646,5179,3932,1247,759,554,205,2517,2205,312,461,340,121,1442,833,609,754,609,145,150,118,32,340,310,30,70,24,46,194,157,37,31996,11014,20982
277,21,385,3031,0,0,0,SUB-DISTRICT,Odagaon,Total,28465,116027,60553,55474,13234,7140,6094,20336,10423,9913,6763,3507,3256,81071,46261,34810,34956,14292,20664,47328,35551,11777,28630,24932,3698,9915,9312,603,7681,6197,1484,1124,749,375,9910,8674,1236,18698,10619,8079,2338,1653,685,12002,6108,5894,560,331,229,3798,2527,1271,15387,8887,6500,1749,1215,534,10205,5345,4860,439,269,170,2994,2058,936,3311,1732,1579,589,438,151,1797,763,1034,121,62,59,804,469,335,68699,25002,43697
278,21,385,3032,0,0,0,SUB-DISTRICT,Sarankul,Total,25788,106909,56644,50265,11196,6257,4939,10791,5552,5239,1423,684,739,75678,43454,32224,31231,13190,18041,36551,32317,4234,25308,23538,1770,8659,8373,286,7571,7273,298,909,796,113,8169,7096,1073,11243,8779,2464,1134,961,173,5994,5329,665,616,354,262,3499,2135,1364,8868,6943,1925,697,596,101,4873,4357,516,426,297,129,2872,1693,1179,2375,1836,539,437,365,72,1121,972,149,190,57,133,627,442,185,70358,24327,46031
279,21,385,3033,0,0,0,SUB-DISTRICT,Ranapur ,Total,33406,150919,77484,73435,16999,9029,7970,12703,6406,6297,6939,3369,3570,111256,61414,49842,39663,16070,23593,48787,42209,6578,33031,30551,2480,9028,8829,199,8146,7811,335,1385,1217,168,14472,12694,1778,15756,11658,4098,2424,1854,570,8556,6838,1718,994,486,508,3782,2480,1302,12268,9648,2620,1844,1592,252,6827,5636,1191,653,349,304,2944,2071,873,3488,2010,1478,580,262,318,1729,1202,527,341,137,204,838,409,429,102132,35275,66857
280,21,386,3034,0,0,0,SUB-DISTRICT,Bolagad ,Total,20808,90794,46868,43926,10208,5369,4839,7720,3889,3831,3492,1748,1744,68294,37791,30503,22500,9077,13423,31407,26876,4531,22001,20253,1748,5982,5778,204,6398,6023,375,827,697,130,8794,7755,1039,9406,6623,2783,902,675,227,5242,4047,1195,639,254,385,2623,1647,976,7169,5296,1873,678,523,155,4050,3273,777,473,201,272,1968,1299,669,2237,1327,910,224,152,72,1192,774,418,166,53,113,655,348,307,59387,19992,39395
281,21,386,3035,0,0,0,SUB-DISTRICT,Begunia,Total,21711,97166,49727,47439,10668,5566,5102,8659,4387,4272,12830,6426,6404,73453,40104,33349,23713,9623,14090,34389,27942,6447,22806,20220,2586,5881,5711,170,6445,5603,842,1288,1062,226,9192,7844,1348,11583,7722,3861,895,760,135,6759,4744,2015,853,366,487,3076,1852,1224,9492,6487,3005,710,613,97,5771,4131,1640,562,278,284,2449,1465,984,2091,1235,856,185,147,38,988,613,375,291,88,203,627,387,240,62777,21785,40992
