,Subdistcode,Subdistrict,Districtcode,Population,Males,Females
291,3046,Uttara P.S ,386,15087,7686,7401
292,3047,Khandagiri ,386,2998,1546,1452
293,3048,Tamando ,386,19127,9790,9337
294,3049,Jatani,386,147367,75239,72128
295,3050,Jankia ,386,98638,50392,48246
296,3051,Nirakarpur,386,44278,22754,21524
297,3052,Tangi,386,177249,90537,86712
298,3053,Balugaon,386,132622,68270,64352
299,3054,Banapur,386,131986,66205,65781
300,3055,Bhubaneswar (M.Corp.),386,1032182,545659,486523
301,3056,Delanga,387,121805,61643,60162
302,3057,Pipili ,387,178041,90978,87063
303,3058,Nimapada,387,231971,117712,114259
304,3059,Kakatpur,387,112035,57028,55007
305,3060,Astaranga,387,75505,38297,37208
306,3061,Konark,387,61297,31247,30050
307,3062,Gop,387,135595,68719,66876
308,3063,Ramachandi,387,25111,12732,12379
309,3064,Satyabadi,387,218593,111003,107590
310,3065,Chandanpur ,387,98024,50013,48011
311,3066,Sadar ,387,120071,60991,59080
312,3067,Brahmagiri,387,147469,74680,72789
313,3068,Gadisagada,387,80099,40409,39690
314,3069,Krushna Prasad ,387,64089,33008,31081
315,3070,Puri (M),387,223528,116004,107524
316,3071,Tarasingi,388,94941,47905,47036
317,3072,Buguda,388,152176,75495,76681
318,3073,Jagannath Prasad,388,89265,44896,44369
319,3074,Bhanjanagar,388,198007,99384,98623
320,3075,Gangapur,388,127897,63084,64813
321,3076,Surada,388,97960,49330,48630
322,3077,Badagada,388,140584,70123,70461
323,3078,Asika,388,160619,80721,79898
324,3079,Dharakote,388,64270,32268,32002
325,3080,Kabisuryanagar,388,197342,98740,98602
326,3081,Polasara,388,152724,77033,75691
327,3082,Kodala,388,169052,85438,83614
328,3083,Khalikote,388,163907,84398,79509
329,3084,Rambha,388,106870,53859,53011
330,3085,Chhatrapur,388,105779,53031,52748
331,3086,Ganjam,388,50545,25105,25440
332,3087,Chamakhandi,388,53889,26758,27131
333,3088,Arjyapalli Marine,388,8939,4465,4474
334,3089,Purusottampur,388,178605,88601,90004
335,3090,Hinjili,388,181856,91172,90684
336,3091,Patapur,388,149228,76094,73134
337,3092,Seragad,388,73986,37731,36255
338,3093,Brahmapur Sadar,388,160611,82334,78277
339,3094,Gopalpur,388,75922,39308,36614
340,3095,Golanthara,388,164878,81968,82910
341,3096,Digapahandi,388,153323,76792,76531
342,3097,Nuagaon,388,127848,64090,63758
343,3098,Jarada,388,128702,62792,65910
344,3099,Brahmapur (M.Corp.),388,398390,207523,190867
345,3109,Ramagiri,388,14508,7301,7207
346,3100,Adva ,389,65640,31952,33688
347,3101,Mohana ,389,82337,40373,41964
348,3102,R.Udaygiri ,389,95515,46790,48725
349,3103,Serango ,389,86085,41844,44241
350,3104,Kashinagara ,389,57494,28258,29236
351,3105,Parlakhemundi ,389,86002,43061,42941
352,3106,Gurandi,389,49855,24335,25520
353,3107,Rayagada ,389,51168,24556,26612
354,3108,Garabandha,389,32667,16046,16621
355,3109,Ramagiri,389,14508,7301,7207
356,3110,Gochhapada,390,40258,19670,20588
357,3111,Phulabani ,390,47235,23400,23835
358,3112,Phulabani Town  ,390,43808,22631,21177
359,3113,Khajuripada,390,48138,23949,24189
360,3114,G.Udayagiri,390,55248,26590,28658
361,3115,Tikabali,390,55093,26856,28237
362,3116,Chakapada ,390,25734,12804,12930
363,3117,Sarangagarh ,390,39966,19611,20355
364,3118,Phiringia ,390,60591,29535,31056
365,3119,Baliguda,390,109807,53877,55930
366,3120,Nuagaon,390,21902,10600,11302
367,3121,Tumudibandha,390,32278,15962,16316
368,3122,Belaghar ,390,22062,10610,11452
369,3123,Kotagarh ,390,54178,26691,27487
370,3124,Brahmanigaon ,390,41289,20087,21202
371,3125,Daringbadi ,390,71849,35065,36784
372,3126,Raikia,390,59753,29179,30574
373,3127,Kantamal ,391,87947,43948,43999
374,3128,Manamunda,391,120573,60319,60254
375,3129,Baunsuni ,391,49735,24995,24740
376,3130,Baudh Sadar ,391,155953,78894,77059
377,3131,Puruna Katak ,391,41869,20666,21203
378,3132,Harbhanga ,391,44664,22734,21930
379,3133,Dunguripali ,392,128123,65408,62715
380,3134,Rampur ,392,47850,24722,23128
381,3135,Binika,392,106998,54885,52113
382,3136,Ulunda,392,45683,23193,22490
383,3137,Biramaharajpur,392,111170,56772,54398
384,3138,Subalaya,392,48236,24714,23522
385,3139,Sonapur,392,66939,34227,32712
386,3140,Tarbha,392,120625,60779,59846
387,3141,Loisinga ,393,168988,85151,83837
388,3142,Balangir,393,361579,184188,177391
389,3143,Tushura,393,204543,102757,101786
390,3144,Patnagarh,393,186079,93575,92504
391,3145,Khaprakhol ,393,99293,49076,50217
392,3146,Turekela ,393,57951,28736,29215
393,3147,Belpara ,393,128385,64214,64171
394,3148,Saintala,393,164706,83010,81696
395,3149,Kantabanji,393,79721,40114,39607
396,3150,Bangomunda,393,82445,41609,40836
397,3151,Sindhekela ,393,109195,54854,54341
398,3152,Titlagarh ,393,180036,90368,89668
399,3153,Jonk,394,83862,41486,42376
400,3154,Nuapada,394,110603,54557,56046
401,3155,Komna,394,141225,69560,71665
402,3156,Khariar,394,140815,70259,70556
403,3157,Boden,394,85119,41720,43399
404,3158,Sinapali,394,116025,57657,58368
405,3159,Kesinga,395,160748,81009,79739
406,3160,Madanpur Rampur ,395,156856,78518,78338
407,3161,Narala ,395,124513,62309,62204
408,3162,Lanjigarh  ,395,53957,26785,27172
409,3163,Biswanathpur ,395,26603,12923,13680
410,3164,Sadar,395,249249,125672,123577
411,3165,Kegaon ,395,116745,58442,58303
412,3166,Junagarh,395,206555,103135,103420
413,3167,Golamunda,395,88938,44621,44317
414,3168,Dharamgarh,395,122933,61901,61032
415,3169,Kokasara ,395,180508,89250,91258
416,3170,Jayapatna,395,216960,107121,109839
417,3171,Thuamul Rampur ,395,88513,43339,45174
418,3172,Ambadala ,396,61216,30548,30668
419,3173,Muniguda,396,62024,30332,31692
420,3174,Chandrapur,396,32512,16213,16299
421,3175,Bishamakatak,396,98701,47087,51614
422,3176,Kalyanasingpur ,396,74147,34961,39186
423,3177,Kashipur ,396,79215,38247,40968
424,3178,Andirakanch ,396,17134,8365,8769
425,3179,Tikiri ,396,39725,19625,20100
426,3180,Doraguda ,396,21850,10451,11399
427,3181,Rayagada ,396,249875,122756,127119
428,3182,Seskhal ,396,53436,25349,28087
429,3183,Gunupur,396,128977,63117,65860
430,3184,Gudari ,396,73582,36241,37341
431,3185,Padmapur,396,50284,24890,25394
432,3186,Puttasing ,396,44233,21805,22428
433,3187,Raighar ,397,153253,76711,76542
434,3188,Kundei ,397,57385,28856,28529
435,3189,Umarkote,397,236429,117968,118461
436,3190,Chandahandi ,397,84872,41843,43029
437,3191,Jharigan,397,95262,46968,48294
438,3192,Dabugan,397,178325,87843,90482
439,3193,Paparahandi,397,114419,56400,58019
440,3194,Kodinga,397,121620,60266,61354
441,3195,Kosagumuda ,397,106922,52755,54167
442,3196,Nabarangapur P.S,397,136520,67623,68897
443,3197,Tentulikhunti ,397,80698,39590,41108
444,3198,Khatiguda,397,35511,17287,18224
445,3199,Kotpad ,398,135433,66838,68595
446,3200,Boriguma ,398,110136,54177,55959
447,3201,Bhairabsingipur ,398,78866,38473,40393
448,3202,Dasamantapur,398,56821,27735,29086
449,3203,Lakshmipur,398,45058,22215,22843
450,3204,Narayanpatana ,398,48801,23883,24918
451,3205,Bandhugaon ,398,66047,31874,34173
452,3206,Kakiriguma ,398,28367,13653,14714
453,3207,Koraput ,398,76372,36827,39545
454,3208,Koraput Town ,398,61408,31409,29999
455,3209,Jeypore ,398,203724,101162,102562
456,3210,Kundura,398,63879,31168,32711
457,3211,Boipariguda ,398,140370,68568,71802
458,3212,Machh kund ,398,46066,22472,23594
459,3213,Padua ,398,61105,29616,31489
460,3214,Nandapur,398,81284,39558,41726
461,3215,Similiguda ,398,24915,12071,12844
462,3216,Sunabeda,398,73540,37748,35792
463,3217,Damonjodi,398,32961,16741,16220
464,3218,Pottangi ,398,98698,48578,50120
465,3219,Kotiya ,398,11270,5461,5809
466,3220,Malkangiri,399,199925,99694,100231
467,3221,Mathili ,399,94755,46927,47828
468,3222,Mudulipada ,399,33326,16012,17314
469,3223,Chitrakonda,399,37788,18282,19506
470,3224,Paparmetla ,399,17142,8443,8699
471,3225,Jodamba,399,16508,8149,8359
472,3226,Orkel,399,83933,41032,42901
473,3227,Kalimela ,399,86439,43136,43303
474,3228,Podia,399,31807,15799,16008
475,3229,M.V. 79,399,49183,24624,24559
476,3230,Motu ,399,39248,19585,19663
